benchmark_set,qid,hop_count,gold_documents_count,gold_chunks_count,gold_spans_count,spans_verbatim_verified,references_doc034,references_doc086,contamination_flag,question_excerpt
holdout1,CONF_Q039,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，出于人道主义、救死扶伤目的，可以进出口哪些临床急需、捐献配型的特殊血液制品，并由哪个机构办理出入境手续？
holdout1,CONF_Q040,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，有关组织和个人对有易感染艾滋病病毒危险行为的人群实施行为干预措施，应当符合什么要求？
holdout1,CONF_Q041,1,1,1,1,True,False,False,CLEAN,根据《麻醉药品和精神药品管理条例》，尚未连接监控信息网络的麻醉药品和精神药品定点生产企业、定点批发企业和使用单位，应当每月通过电子信息、传真、书面等方式，将本单位麻醉药品和精神药品生产、进货、销售、库
holdout1,CONF_Q042,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国医师法》，对从事传染病防治、放射医学和精神卫生工作以及其他特殊岗位工作的医师，应当按照国家有关规定给予什么？
holdout1,CONF_Q043,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国医师法》，执业医师晋升为副高级技术职称的，应当有什么经历？
holdout1,CONF_Q044,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》，传染病暴发、流行时，负责向社会公布传染病疫情信息并可以授权省、自治区、直辖市人民政府卫生行政部门公布本行政区域传染病疫情信息的部门是哪个？
holdout1,CONF_Q045,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国食品安全法实施条例》，食品生产经营者生产经营的食品符合食品安全标准但不符合食品所标注的企业标准规定的食品安全指标的，由哪个部门给予警告并责令相关经营者停止经营、生产企业改正？
holdout1,CONF_Q046,1,1,1,1,True,False,False,CLEAN,根据《计划生育技术服务管理条例》，乡级计划生育技术服务机构开展本条例第九条规定的项目发生计划生育技术服务事故的，由哪个部门行使依照《医疗事故处理条例》有关规定由卫生行政部门承担的受理、交由负责医疗事故
holdout1,CONF_Q047,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国母婴保健法》，医疗保健机构开展婚前医学检查、遗传病诊断、产前诊断以及施行结扎手术和终止妊娠手术的，必须符合什么条件和技术标准，并经哪个部门许可？
holdout1,CONF_Q048,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国食品安全法》，食品生产经营者、食品行业协会发现食品安全标准在执行中存在问题的，应当如何处理？
holdout1,CONF_Q049,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国职业病防治法》，未取得职业卫生技术服务资质认可擅自从事职业卫生技术服务，且没有违法所得或者违法所得不足五千元的，应如何处罚？
holdout1,CONF_Q050,1,1,1,1,True,False,False,CLEAN,根据《国务院关于加强食品等产品安全监督管理的特别规定》，农业、卫生、质检、商务、工商、药品等监督管理部门发现违反本规定的行为，属于其他监督管理部门职责的，应当如何处理？
holdout1,CONF_Q051,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国食品安全法》，食品添加剂经营者采购食品添加剂时，应当依法查验供货者的哪些文件？
holdout1,CONF_Q052,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国精神卫生法》，鉴定人应当如何对鉴定过程进行记录？
holdout1,CONF_Q053,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国精神卫生法》，县级以上地方人民政府卫生行政部门对本行政区域内从事精神障碍诊断、治疗的医疗机构进行定期检查时，应当听取谁的意见？
holdout1,CONF_Q054,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，报纸、期刊、广播、电视、互联网站等传播媒介编造、散布虚假疫苗安全信息的，由哪个部门依法给予处罚，并对哪些人员依法给予处分？
holdout1,CONF_Q055,1,1,1,1,True,False,False,CLEAN,根据《麻醉药品和精神药品管理条例》，国务院公安部门负责对哪些行为进行查处？
holdout1,CONF_Q056,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，医务人员在开展艾滋病、性病等相关疾病咨询、诊断和治疗过程中，应当对就诊者进行什么？
holdout1,CONF_Q057,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国医师法》，以不正当手段取得医师资格证书或者医师执业证书的，由发给证书的卫生健康主管部门予以撤销后，多少年内不受理其相应申请？
holdout1,CONF_Q058,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国献血法》，血站采集血液时对采血人员有什么要求？
holdout1,CONF_Q059,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国职业病防治法》，职业病诊断鉴定费用由谁承担？
holdout1,CONF_Q060,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国生物安全法》，国务院有关部门和县级以上地方人民政府及其有关部门应当保障生物安全事件应急处置所需的哪些物资的生产、供应和调配？
holdout1,CONF_Q061,1,1,1,1,True,False,False,CLEAN,根据《护士条例》，对在护理工作中做出杰出贡献的护士，国务院有关部门应当授予什么荣誉称号或者颁发什么奖章？
holdout1,CONF_Q062,1,1,1,1,True,False,False,CLEAN,根据《医疗事故处理条例》，发生重大医疗过失行为时，医疗机构应当在多长时间内向所在地卫生行政部门报告？
holdout1,CONF_Q063,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，接种非免疫规划疫苗所需的补偿费用由谁承担？
holdout1,CONF_Q064,1,1,1,1,True,False,False,CLEAN,根据《人体器官移植条例》，省、自治区、直辖市人民政府卫生主管部门进行人体器官移植诊疗科目登记时，除依据本条例第十一条规定的条件外，还应当考虑什么？
holdout1,CONF_Q065,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国生物安全法》，中国人民解放军、中国人民武装警察部队按照什么命令，依法参加生物安全事件应急处置和应急救援工作？
holdout1,CONF_Q066,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，县级以上人民政府应当将哪些与疫苗相关的工作所需经费纳入本级政府预算？
holdout1,CONF_Q067,1,1,1,1,True,False,False,CLEAN,根据《血吸虫病防治条例》，县级以上人民政府有关主管部门在血吸虫病防治地区进行水利建设项目时，未同步建设血吸虫病防治设施，或者未结合相关水利工程项目改善水环境，导致钉螺孳生的，应当如何处理？
holdout1,CONF_Q068,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国职业病防治法》，发生职业病危害事故或者有证据证明危害状态可能导致职业病危害事故发生时，卫生行政部门可以采取哪些临时控制措施？
holdout1,CONF_Q069,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，县级以上人民政府应当向哪类艾滋病病人免费提供抗艾滋病病毒治疗药品？
holdout1,CONF_Q070,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》，医疗、保健机构发现孕妇患有严重疾病或者接触有毒、有害因素，可能危及孕妇生命安全或者可能严重影响孕妇健康和胎儿正常发育的，应当对孕妇进行医学指导和下列必要的医学
holdout1,CONF_Q071,1,1,1,1,True,False,False,CLEAN,根据《麻醉药品和精神药品管理条例》，第三十四条、第三十五条规定的单位违反本条例规定购买麻醉药品和精神药品的，由药品监督管理部门如何处理？
holdout1,CONF_Q072,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，药品监督管理部门在必要时可以对哪些单位和个人进行延伸检查？
holdout1,CONF_Q073,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，疫苗上市许可持有人应当设立专门机构、配备专职人员，主动收集、跟踪分析疑似预防接种异常反应，及时采取风险控制措施，并将疑似预防接种异常反应向哪个机构报告？
holdout1,CONF_Q074,1,1,1,1,True,False,False,CLEAN,根据《计划生育技术服务管理条例》，从事计划生育技术服务的机构违反本条例第三条第三款的规定，向农村实行计划生育的育龄夫妻提供避孕、节育技术服务，收取费用的，应如何处罚？
holdout1,CONF_Q075,1,1,1,1,True,False,False,CLEAN,根据《麻醉药品和精神药品管理条例》，全国性批发企业向取得麻醉药品和第一类精神药品使用资格的医疗机构销售麻醉药品和第一类精神药品，应当经哪个部门批准？
holdout1,CONF_Q076,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》，从事遗传病诊断、产前诊断的医疗、保健机构和人员，须经哪一级人民政府卫生行政部门许可？
holdout1,CONF_Q077,1,1,1,1,True,False,False,CLEAN,根据《流动人口计划生育工作条例》，国务院人口和计划生育部门主管全国流动人口计划生育工作时，需要建立什么系统来实现流动人口户籍所在地和现居住地计划生育信息共享？
holdout1,CONF_Q078,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》，母婴保健医学技术鉴定委员会进行医学鉴定时须有多少名以上相关专业医学技术鉴定委员会成员参加？
holdout1,CONF_Q079,1,1,1,1,True,False,False,CLEAN,根据《行政执法机关移送涉嫌犯罪案件的规定》，行政执法机关违反本规定，隐匿、私分、销毁涉案物品的，由本级或者上级人民政府，或者实行垂直管理的上级行政执法机关，对其正职负责人根据情节轻重给予何种处分？
holdout1,CONF_Q080,1,1,1,1,True,False,False,CLEAN,根据《病原微生物实验室生物安全管理条例》，在不符合相应生物安全要求的实验室从事病原微生物相关实验活动的，由哪个部门责令停止有关活动并给予警告？
holdout1,CONF_Q081,2,2,2,2,True,False,False,CLEAN,根据《关于取得助产士（师）资格人员不能认定执业医师资格的批复》及其关联规定，取得助产士（师）资格的人员能否被认定为执业医师？若此类人员未经执业注册私自开展家庭接生造成人员死亡，应如何适用法律和处理？
holdout1,CONF_Q082,2,2,2,2,True,False,False,CLEAN,根据卫生部关于涉外婚前医学检查的批复，中国公民与外国人在中国境内结婚登记时是否适用《母婴保健法》的婚前医学检查规定？若适用，婚前保健机构和技术人员的审批应依据哪些具体法规执行？
holdout1,CONF_Q083,2,2,2,2,True,False,False,CLEAN,根据《关于产妇分娩后胎盘处理问题的批复》，如果产妇分娩后的胎盘可能造成传染病传播，医疗机构应当及时告知产妇，并按照《传染病防治法》的有关规定进行消毒处理，并按照医疗废物进行处置。请问，若该胎盘可能传播
holdout1,CONF_Q084,2,2,2,2,True,False,False,CLEAN,根据《关于产妇分娩后胎盘处理问题的批复》和《医疗纠纷预防和处理条例》第三条的规定，医疗机构在产妇分娩后处理胎盘时，应当如何依法操作？如果胎盘可能造成传染病传播，医疗机构应履行哪些告知义务并采取何种处置
holdout1,CONF_Q085,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于医疗广告审查中有关问题的批复》（卫医函〔2008〕25号）和《医疗机构管理条例》第五条的规定，医疗广告审查中涉及的医疗机构监督管理权限应如何确定？即：卫生部批复中依据《医疗机构管理条例
holdout1,CONF_Q086,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于乡村医生执业的六个批复》中关于乡村医生跨行政区域行医的批复，乡村医生跨行政区域行医违反规定的应按照哪些规定处理？该批复的制定依据是什么？请结合《乡村医生从业管理条例》的相关规定说明。
